,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
27799,Barra da Tijuca,2,2,1,76,2800.0,1350.0,1200.0
27800,Lagoa,2,2,2,118,5800.0,2160.0,280.0
27801,Gávea,3,1,1,140,6500.0,1100.0,0.0
27803,Humaitá,2,1,1,58,2950.0,872.0,165.0
27805,Flamengo,2,0,0,89,3100.0,817.0,0.0
27806,Vila Isabel,2,1,0,58,1500.0,770.0,0.0
27809,Copacabana,3,1,3,354,25000.0,3700.0,1153.0
27812,Pavuna,2,1,0,45,800.0,266.0,0.0
27814,Laranjeiras,3,0,0,150,2800.0,1160.0,200.0
27815,Copacabana,3,0,1,120,4200.0,1150.0,320.0
27816,Gávea,2,0,1,72,3500.0,550.0,141.0
27818,Ipanema,3,1,1,116,6500.0,1650.0,150.0
27820,Barra da Tijuca,2,2,1,103,3400.0,1872.0,645.0
27821,Leblon,2,2,0,90,4200.0,1180.0,300.0
27823,Jardim Botânico,2,1,1,84,3500.0,998.0,0.0
27826,Copacabana,2,0,0,120,4000.0,1331.0,197.0
27827,Ipanema,3,1,1,128,4800.0,1815.0,0.0
27828,Barra da Tijuca,4,3,3,179,9900.0,2600.0,400.0
27830,Barra da Tijuca,4,2,2,160,6000.0,1960.0,8980.0
27831,Grajaú,1,0,0,60,1300.0,578.0,20.0
27832,Barra da Tijuca,2,0,0,79,2950.0,1000.0,173.0
27834,Copacabana,1,0,0,39,1500.0,475.0,35.0
27835,Leme,3,1,1,100,4800.0,1050.0,140.0
27839,Copacabana,2,0,0,60,2400.0,460.0,163.0
27841,Copacabana,2,0,0,60,2600.0,550.0,0.0
27843,Tijuca,2,0,1,90,2350.0,850.0,100.0
27846,Barra da Tijuca,3,2,1,120,4600.0,1200.0,640.0
27848,Ipanema,4,2,0,257,8000.0,2800.0,680.0
27849,Barra da Tijuca,2,2,1,85,2150.0,890.0,160.0
27850,Barra da Tijuca,3,2,3,170,6000.0,2000.0,600.0
27852,Engenho Novo,2,0,0,54,1200.0,150.0,0.0
27854,Freguesia (Jacarepaguá),2,1,1,50,1300.0,620.0,0.0
27856,Jacarepaguá,2,1,1,65,1200.0,600.0,0.0
27857,Leblon,4,2,1,230,12000.0,3300.0,780.0
27858,Tijuca,3,1,0,85,2500.0,905.0,183.0
27859,Botafogo,2,1,0,76,2650.0,680.0,150.0
27861,Freguesia (Jacarepaguá),3,1,1,84,1300.0,900.0,0.0
27862,Ipanema,5,2,1,400,11000.0,3200.0,850.0
27864,Pechincha,3,1,2,100,2300.0,994.0,0.0
27865,Glória,1,0,0,45,1400.0,508.0,20.0
27866,Barra da Tijuca,3,2,2,167,4500.0,1005.0,610.0
27868,Leblon,3,2,1,70,5000.0,3990.0,0.0
27869,Barra da Tijuca,3,2,1,200,6000.0,3200.0,0.0
27870,Copacabana,2,0,0,80,3000.0,790.0,103.0
27872,Flamengo,2,0,0,68,2200.0,577.0,142.0
27873,Campo Grande,2,1,0,50,1000.0,300.0,0.0
27874,Barra da Tijuca,4,3,4,233,11500.0,3432.0,5064.0
27876,Copacabana,2,0,0,80,3300.0,1374.0,103.0
27878,Península,4,3,4,297,11000.0,3800.0,750.0
27882,Flamengo,3,1,1,180,4000.0,2000.0,320.0
27883,Copacabana,3,1,0,170,4500.0,1208.0,500.0
27884,Jardim Botânico,2,0,0,100,3300.0,800.0,0.0
27885,Lagoa,4,3,4,260,11000.0,4400.0,1475.0
27887,Centro,1,0,0,40,1600.0,350.0,20.0
27889,Tijuca,3,2,1,109,2500.0,742.0,105.0
27890,Jardim Botânico,2,1,0,56,3300.0,505.0,134.0
27891,Humaitá,2,0,0,85,2200.0,772.0,114.0
27893,Flamengo,3,2,1,427,10000.0,4800.0,1100.0
27894,Vila Valqueire,2,1,1,121,1300.0,715.0,91.0
27896,Barra da Tijuca,2,1,2,66,2500.0,1160.0,149.0
27897,Tijuca,3,0,0,96,1900.0,514.0,91.0
27898,Copacabana,2,1,0,94,3000.0,1348.0,81.0
27900,Barra da Tijuca,2,1,1,100,2800.0,1631.0,201.0
27902,Recreio dos Bandeirantes,2,2,1,68,1500.0,650.0,140.0
27905,Jacarepaguá,2,1,1,70,1550.0,360.0,27.0
27906,Méier,2,0,0,44,1000.0,254.0,16.0
27908,Recreio dos Bandeirantes,2,2,1,110,2100.0,640.0,150.0
27913,Copacabana,3,0,0,90,3000.0,920.0,106.0
27916,Copacabana,1,0,0,40,2200.0,550.0,0.0
27917,Barra da Tijuca,1,1,1,45,1450.0,640.0,12.0
27920,Copacabana,2,0,0,67,2500.0,515.0,158.0
27922,Lagoa,3,1,1,75,4000.0,1250.0,309.0
27924,Barra da Tijuca,2,1,1,88,2600.0,1400.0,1200.0
27925,Recreio dos Bandeirantes,2,1,1,70,2000.0,650.0,102.0
27926,Ipanema,3,0,0,85,4000.0,640.0,228.0
27927,Lagoa,3,1,1,74,4000.0,900.0,309.0
27928,Todos os Santos,2,0,0,57,1200.0,278.0,0.0
27934,Copacabana,0,0,0,25,800.0,426.0,25.0
27936,Recreio dos Bandeirantes,3,2,1,90,1800.0,550.0,0.0
27937,Ipanema,3,0,0,80,4300.0,500.0,85.0
27938,Barra da Tijuca,4,3,4,239,8000.0,4500.0,0.0
27939,Centro,1,0,0,41,1400.0,180.0,20.0
27940,Maracanã,2,1,0,50,1500.0,615.0,32.0
27941,Camorim,2,1,1,50,1400.0,450.0,560.0
27945,Andaraí,2,0,0,64,1200.0,660.0,0.0
27946,Lagoa,3,2,1,140,5000.0,1600.0,450.0
27947,Tijuca,3,1,0,92,1600.0,650.0,21.0
27948,Copacabana,3,0,1,120,3420.0,800.0,130.0
27951,Leblon,4,3,4,393,18000.0,4800.0,2000.0
27952,Barra da Tijuca,4,2,2,146,5000.0,1800.0,350.0
27954,Vila da Penha,3,1,1,68,1800.0,545.0,0.0
27956,Cachambi,2,1,0,77,1350.0,511.0,26.0
27957,Península,3,3,3,180,6900.0,2000.0,406.0
27964,Leblon,3,1,1,150,5000.0,1000.0,0.0
27965,Barra da Tijuca,4,3,3,250,12500.0,3600.0,1292.0
27966,Flamengo,2,0,0,65,2200.0,690.0,120.0
27967,Jardim Guanabara,2,1,1,92,1900.0,550.0,152.0
27969,Barra da Tijuca,3,1,3,83,2700.0,1250.0,120.0
27970,Laranjeiras,3,1,1,68,3000.0,900.0,0.0
27972,Freguesia (Jacarepaguá),3,1,1,98,2100.0,792.0,163.0
27973,Barra da Tijuca,4,2,1,300,6500.0,3323.0,11829.0
27974,Lagoa,2,1,2,99,4500.0,1300.0,300.0
27975,Ipanema,3,1,1,152,8500.0,925.0,307.0
27976,Península,4,3,3,160,8500.0,2300.0,0.0
27979,Leblon,3,2,1,203,10000.0,2800.0,0.0
27980,Vila Isabel,3,1,1,100,2100.0,800.0,228.0
27981,Barra da Tijuca,1,1,1,40,1400.0,700.0,13.0
27983,Freguesia (Jacarepaguá),2,0,0,48,800.0,280.0,0.0
27985,Leblon,4,2,1,200,13000.0,3055.0,500.0
27986,Botafogo,1,1,0,44,1799.0,440.0,20.0
27988,Barra da Tijuca,4,3,4,233,12000.0,3300.0,6250.0
27990,Ipanema,3,2,2,246,10000.0,3500.0,300.0
27993,Jacarepaguá,2,1,0,48,1000.0,500.0,50.0
27994,Copacabana,2,1,1,93,3000.0,860.0,288.0
28000,Ipanema,3,1,1,140,7200.0,2900.0,0.0
28003,Barra da Tijuca,2,1,1,66,2000.0,1086.0,215.0
28004,Arpoador,4,4,2,180,8700.0,2400.0,700.0
28005,Ipanema,3,1,0,80,4100.0,1493.0,301.0
28010,Leblon,4,2,3,220,22000.0,5365.0,0.0
28015,Copacabana,2,0,0,71,1900.0,1200.0,156.0
28016,Lagoa,4,2,2,124,5200.0,1252.0,476.0
28017,Senador Vasconcelos,1,1,1,50,800.0,180.0,0.0
28021,Barra da Tijuca,4,2,4,153,3000.0,1841.0,439.0
28023,Copacabana,3,0,0,100,5000.0,719.0,109.0
28024,Barra da Tijuca,3,2,1,160,4700.0,1500.0,550.0
28025,Barra da Tijuca,1,1,0,64,1800.0,800.0,180.0
28026,Ipanema,3,1,1,147,4450.0,2555.0,606.0
28027,Freguesia (Jacarepaguá),2,0,0,70,1500.0,796.0,0.0
28028,Humaitá,2,1,1,85,4950.0,605.0,336.0
28029,Flamengo,3,1,1,265,6200.0,1300.0,625.0
28031,Gávea,3,2,1,120,5000.0,1350.0,322.0
28033,Copacabana,3,2,1,110,4200.0,1023.0,210.0
28035,Leblon,4,3,4,400,16000.0,4800.0,0.0
28036,Barra da Tijuca,3,2,1,99,3500.0,1168.0,0.0
28040,Lins de Vasconcelos,3,1,0,78,900.0,600.0,700.0
28041,Copacabana,1,2,1,55,4000.0,750.0,80.0
28046,Leblon,2,0,0,80,2950.0,880.0,162.0
28048,Botafogo,3,1,1,101,5550.0,1600.0,270.0
28049,Vila Isabel,2,1,2,150,3400.0,710.0,68.0
28050,Grajaú,1,1,0,63,1500.0,500.0,0.0
28052,Copacabana,3,2,1,220,8000.0,1900.0,5200.0
28056,Irajá,2,1,0,46,1100.0,300.0,0.0
28058,Inhoaíba,2,1,0,44,650.0,310.0,0.0
28059,Barra da Tijuca,2,1,1,66,2500.0,1948.0,214.0
28063,Ipanema,1,0,0,25,1200.0,555.0,61.0
28064,Barra da Tijuca,5,6,5,580,15000.0,3750.0,2563.0
28066,Copacabana,2,0,0,75,2000.0,650.0,81.0
28068,Botafogo,3,1,1,102,5100.0,1275.0,256.0
28071,Flamengo,3,1,1,105,3650.0,1200.0,132.0
28072,Vila da Penha,2,1,0,84,900.0,598.0,52.0
28074,Barra da Tijuca,3,2,1,104,2700.0,1234.0,0.0
28075,Vila Isabel,3,0,0,90,1600.0,360.0,85.0
28081,Botafogo,2,0,0,60,2600.0,472.0,75.0
28082,Anil,2,1,0,50,1200.0,428.0,16.0
28085,Ipanema,4,2,2,200,12000.0,2460.0,567.0
28086,Copacabana,2,0,0,60,4000.0,550.0,160.0
28088,Engenho Novo,1,1,0,62,1200.0,440.0,0.0
28091,Barra da Tijuca,3,2,1,154,4000.0,2598.0,771.0
28092,Barra da Tijuca,4,4,4,397,9000.0,4000.0,1000.0
28093,Barra da Tijuca,2,1,1,70,2500.0,950.0,100.0
28095,Barra da Tijuca,2,2,2,110,8500.0,2200.0,700.0
28096,Tijuca,2,0,0,66,2000.0,250.0,0.0
28098,Flamengo,2,1,1,90,2900.0,1430.0,364.0
28099,Flamengo,4,1,1,200,5300.0,1500.0,0.0
28100,Barra da Tijuca,3,2,3,118,4000.0,1450.0,370.0
28101,Del Castilho,2,1,0,51,1580.0,477.0,25.0
28102,Méier,2,1,0,70,1500.0,686.0,0.0
28103,Ilha do Governador,2,0,0,48,1300.0,342.0,25.0
28104,Recreio dos Bandeirantes,4,2,2,270,4000.0,1000.0,0.0
28105,Copacabana,1,0,0,29,1200.0,520.0,20.0
28106,Ipanema,3,3,3,190,15000.0,3700.0,835.0
28107,Leblon,3,1,1,120,4500.0,1039.0,248.0
28108,Flamengo,3,1,3,420,13000.0,3900.0,1343.0
28109,Copacabana,3,1,0,160,4800.0,1720.0,240.0
28112,Centro,2,0,0,50,2000.0,220.0,189.0
28113,Leblon,3,1,2,120,5700.0,2600.0,393.0
28117,Barra da Tijuca,2,1,1,100,2500.0,1753.0,250.0
28118,Méier,2,1,0,80,1800.0,700.0,85.0
28121,Barra da Tijuca,4,2,4,153,3300.0,1989.0,0.0
28122,Pechincha,2,1,0,51,1200.0,601.0,36.0
28123,Barra da Tijuca,1,1,0,81,1500.0,2130.0,236.0
28124,Copacabana,3,2,1,140,4100.0,1470.0,2300.0
28127,Tijuca,3,0,1,170,2500.0,1700.0,0.0
28131,Freguesia (Jacarepaguá),3,2,1,115,1990.0,950.0,110.0
28132,Ipanema,3,1,1,140,7500.0,2900.0,0.0
28133,Jardim Botânico,2,1,1,63,2500.0,1300.0,0.0
28135,Flamengo,1,0,0,38,1800.0,229.0,25.0
28137,São Francisco Xavier,2,1,0,58,1200.0,583.0,0.0
28140,Recreio dos Bandeirantes,3,2,1,149,2000.0,1290.0,281.0
28142,Jardim Botânico,2,0,0,81,3800.0,110.0,0.0
28143,Ipanema,3,1,1,170,7900.0,2200.0,0.0
28144,Copacabana,3,2,1,140,3900.0,1750.0,382.0
28147,Maracanã,1,1,0,63,1400.0,590.0,24.0
28148,Recreio dos Bandeirantes,3,2,1,100,1500.0,890.0,243.0
28150,Barra da Tijuca,2,1,1,94,2500.0,1800.0,27.0
28151,Pavuna,1,1,0,40,400.0,220.0,0.0
28154,Ipanema,3,2,1,180,6500.0,2500.0,478.0
28155,Lagoa,4,3,2,253,15000.0,3200.0,616.0
28157,Campo Grande,2,0,0,52,950.0,300.0,0.0
28158,Copacabana,3,1,0,86,1500.0,1240.0,0.0
28159,Leblon,4,1,2,200,7800.0,1980.0,490.0
28161,Cocotá,1,0,0,37,700.0,200.0,20.0
28169,Campo Grande,3,1,1,70,1300.0,990.0,0.0
28172,Recreio dos Bandeirantes,3,2,0,95,1700.0,1250.0,0.0
28173,Campo Grande,3,1,1,90,900.0,420.0,0.0
28174,Santa Cruz,2,1,0,51,500.0,200.0,0.0
28177,Laranjeiras,3,1,0,100,2800.0,1400.0,250.0
28180,Gávea,2,1,1,165,5600.0,1570.0,350.0
28183,Campo Grande,2,1,0,48,550.0,450.0,0.0
28184,Botafogo,1,0,0,124,3500.0,820.0,120.0
28185,Barra da Tijuca,3,3,1,220,6500.0,1900.0,500.0
28188,Laranjeiras,2,0,0,70,2500.0,800.0,85.0
28189,Ipanema,3,1,1,109,7000.0,1200.0,355.0
28193,Leme,1,0,1,40,2300.0,870.0,23.0
28194,Tijuca,3,2,0,160,2800.0,800.0,100.0
28195,Campo Grande,2,1,0,65,750.0,190.0,0.0
28196,Laranjeiras,2,2,1,160,3500.0,2600.0,470.0
28197,Barra da Tijuca,2,0,2,73,1600.0,1500.0,100.0
28199,Botafogo,2,1,0,136,4000.0,1200.0,174.0
28201,Península,4,4,4,333,11000.0,3270.0,880.0
28203,Ipanema,3,2,0,95,5000.0,1000.0,222.0
28204,Copacabana,3,0,1,98,3100.0,917.0,209.0
28205,Ipanema,2,0,1,75,5400.0,476.0,120.0
28209,Copacabana,2,1,1,200,9900.0,2000.0,600.0
28210,Barra da Tijuca,4,4,2,237,6950.0,3542.0,566.0
28215,Botafogo,3,1,1,115,4300.0,968.0,188.0
28217,Barra da Tijuca,3,3,3,191,3500.0,1190.0,600.0
28218,Jardim Botânico,1,1,1,63,3000.0,1400.0,150.0
28219,Lagoa,3,2,2,200,6000.0,3100.0,863.0
28220,Barra da Tijuca,2,1,1,79,2800.0,126.0,180.0
28222,Leblon,2,2,2,140,5000.0,1980.0,450.0
28223,Barra da Tijuca,2,1,1,100,2500.0,1632.0,234.0
28224,Copacabana,1,0,0,20,1300.0,500.0,0.0
28226,Flamengo,2,1,0,87,2800.0,845.0,136.0
28227,Cacuia,1,1,0,42,1050.0,330.0,0.0
28228,Copacabana,1,0,0,140,4250.0,1650.0,230.0
28229,Centro,1,0,0,35,1600.0,580.0,150.0
28230,Barra da Tijuca,5,2,4,500,15000.0,949.0,399.0
28231,Recreio dos Bandeirantes,2,2,1,110,3000.0,890.0,296.0
28232,Ipanema,3,1,1,150,9000.0,1200.0,2200.0
28234,Glória,1,0,1,45,1350.0,450.0,20.0
28236,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
28237,Barra da Tijuca,3,2,1,120,3800.0,1555.0,307.0
28240,Recreio dos Bandeirantes,3,1,1,90,2200.0,700.0,200.0
28242,Ipanema,4,1,1,167,15000.0,2600.0,600.0
28243,Ipanema,4,6,4,700,65000.0,8860.0,0.0
28244,Copacabana,2,0,1,57,3250.0,650.0,58.0
28246,Copacabana,2,0,0,90,3500.0,800.0,0.0
28247,Copacabana,1,0,0,42,1500.0,450.0,68.0
28248,Copacabana,2,1,0,79,2500.0,763.0,170.0
28249,Cachambi,2,1,0,70,1100.0,550.0,165.0
28253,Copacabana,2,0,1,110,4500.0,1140.0,2694.0
28254,Barra da Tijuca,3,3,3,171,6000.0,1600.0,450.0
28256,Copacabana,3,0,0,110,8000.0,850.0,220.0
28266,Olaria,2,0,0,59,1000.0,250.0,0.0
28267,Curicica,2,1,0,55,1100.0,360.0,40.0
28268,Maracanã,2,1,0,54,1200.0,495.0,20.0
28269,Tijuca,2,1,0,66,1400.0,604.0,80.0
28270,Barra da Tijuca,2,1,0,52,1500.0,630.0,105.0
28272,Flamengo,3,1,1,137,8900.0,1945.0,371.0
28273,Copacabana,1,1,0,25,1900.0,650.0,20.0
28274,Flamengo,2,0,0,83,4000.0,577.0,168.0
28275,Barra da Tijuca,1,1,1,90,6500.0,2100.0,5000.0
28279,Leblon,2,0,0,75,2800.0,810.0,0.0
28281,Botafogo,3,1,2,163,3500.0,1590.0,3012.0
28282,Tijuca,2,1,1,100,2500.0,907.0,140.0
28283,Tijuca,3,2,1,100,2100.0,550.0,95.0
28284,Centro,1,0,0,22,1000.0,420.0,24.0
28285,Barra da Tijuca,2,2,2,139,5500.0,1938.0,751.0
28286,Barra da Tijuca,2,1,1,72,2300.0,1200.0,241.0
28287,Olaria,2,0,0,60,1100.0,90.0,0.0
28289,Pechincha,2,1,1,72,1300.0,540.0,600.0
28290,Laranjeiras,2,1,1,90,3400.0,1850.0,216.0
28293,Botafogo,2,1,0,95,3600.0,1026.0,167.0
28294,Botafogo,1,1,1,91,3300.0,883.0,298.0
28296,Copacabana,3,1,2,281,11000.0,2690.0,5302.0
28297,Barra da Tijuca,2,1,1,83,2000.0,1400.0,1300.0
28298,Laranjeiras,2,0,0,80,2100.0,700.0,110.0
28303,Centro,3,0,0,100,1100.0,621.0,0.0
28304,Jacarepaguá,2,1,2,16,2500.0,1250.0,80.0
28305,Penha,2,0,0,53,1000.0,206.0,0.0
28307,Estácio,2,0,0,65,1000.0,590.0,0.0
28308,Tijuca,3,2,1,148,2700.0,1500.0,212.0
28310,Copacabana,3,0,1,105,4820.0,1000.0,180.0
28311,Laranjeiras,2,0,0,50,1500.0,550.0,0.0
28312,Tijuca,3,1,0,110,1900.0,513.0,144.0
28313,Recreio dos Bandeirantes,3,2,1,300,2500.0,1600.0,400.0
28314,Rio Comprido,2,1,0,52,1100.0,766.0,14.0
28315,Tijuca,3,1,1,79,1500.0,720.0,0.0
28317,Arpoador,2,4,2,180,8000.0,2600.0,611.0
28318,Copacabana,1,0,0,45,2000.0,920.0,56.0
28321,Copacabana,3,0,1,98,9000.0,562.0,200.0
28323,Botafogo,2,1,1,90,3200.0,664.0,0.0
28324,Recreio dos Bandeirantes,2,1,1,177,1700.0,1350.0,290.0
28326,Barra da Tijuca,4,4,1,300,17000.0,4160.0,20000.0
28328,Lapa,1,1,0,39,1600.0,800.0,15.0
28329,Leblon,3,2,2,155,7000.0,1960.0,732.0
28331,Barra da Tijuca,4,2,2,140,5000.0,1250.0,500.0
28334,Tijuca,4,2,1,130,3200.0,1400.0,220.0
28336,Tijuca,3,1,1,102,1690.0,970.0,132.0
28337,Recreio dos Bandeirantes,4,3,4,300,13000.0,2896.0,0.0
28338,Gávea,1,0,0,33,1500.0,1006.0,0.0
28340,Copacabana,3,1,0,240,9500.0,1700.0,680.0
28342,Laranjeiras,2,0,0,98,2200.0,809.0,0.0
28343,Jacarepaguá,1,1,0,55,1100.0,580.0,0.0
28344,Copacabana,4,0,0,170,2800.0,1250.0,346.0
28345,Copacabana,2,0,0,77,2500.0,620.0,120.0
28346,Ipanema,3,2,1,150,6300.0,2200.0,387.0
28347,Recreio dos Bandeirantes,3,2,1,100,1800.0,650.0,0.0
28348,Barra da Tijuca,2,1,0,52,2000.0,699.0,0.0
28349,Ipanema,3,2,1,150,6300.0,2200.0,495.0
28350,Copacabana,3,0,0,85,2800.0,960.0,120.0
28351,Gávea,3,1,1,112,3800.0,886.0,0.0
28352,Recreio dos Bandeirantes,2,1,0,87,1200.0,1032.0,0.0
28353,Ipanema,1,2,1,90,4100.0,1700.0,220.0
28356,Barra da Tijuca,2,1,1,78,3200.0,836.0,2200.0
28358,Copacabana,3,1,1,245,7500.0,1499.0,0.0
28359,Barra da Tijuca,1,1,0,67,2300.0,1580.0,0.0
28361,Copacabana,3,1,0,180,3500.0,1300.0,388.0
28362,Tijuca,3,0,1,110,3300.0,1215.0,0.0
28363,Recreio dos Bandeirantes,4,4,4,210,4500.0,900.0,0.0
28364,Barra da Tijuca,4,2,2,110,2800.0,1800.0,220.0
28365,Copacabana,3,1,1,138,7000.0,825.0,0.0
28366,Copacabana,2,1,2,158,7400.0,1011.0,600.0
28367,Barra da Tijuca,2,1,2,77,1500.0,1200.0,715.0
28370,Barra da Tijuca,2,2,1,100,6000.0,1500.0,3000.0
28371,Barra da Tijuca,3,2,1,127,3600.0,1598.0,258.0
28372,Leblon,4,2,2,200,16000.0,2300.0,720.0
28373,Barra da Tijuca,2,1,1,90,2600.0,1390.0,0.0
28374,Ipanema,4,2,1,170,13000.0,2717.0,1300.0
28376,Botafogo,2,1,1,84,3800.0,850.0,190.0
28378,Tijuca,4,2,1,153,2500.0,955.0,246.0
28379,Gávea,2,0,0,40,2000.0,336.0,73.0
28380,Recreio dos Bandeirantes,3,2,2,140,3000.0,870.0,0.0
28383,Recreio dos Bandeirantes,3,3,1,300,3500.0,1000.0,400.0
28386,Barra da Tijuca,2,1,1,78,2800.0,1100.0,71.0
28387,Copacabana,3,0,0,116,3600.0,680.0,0.0
28388,Freguesia (Jacarepaguá),3,2,1,132,2100.0,1115.0,126.0
28390,Barra da Tijuca,5,3,5,231,15000.0,2600.0,4730.0
28391,Ipanema,4,3,2,240,16000.0,3100.0,8953.0
28393,Ipanema,2,1,0,180,18000.0,2500.0,6100.0
28394,Lagoa,4,2,1,180,6300.0,2048.0,535.0
28396,Méier,3,1,1,92,1300.0,630.0,125.0
28397,Leblon,4,1,1,160,7000.0,2200.0,350.0
28399,Honório Gurgel,2,1,0,50,450.0,340.0,0.0
28401,Barra da Tijuca,4,4,2,240,7000.0,3400.0,0.0
28402,Botafogo,2,1,1,88,3500.0,950.0,0.0
28403,São Conrado,3,3,3,270,15000.0,2200.0,920.0
28404,Ipanema,3,1,0,100,3500.0,1580.0,380.0
28406,Freguesia (Jacarepaguá),3,1,1,73,2000.0,750.0,0.0
28408,Laranjeiras,4,2,1,360,7000.0,1600.0,0.0
28409,Recreio dos Bandeirantes,5,3,4,120,3500.0,850.0,750.0
28414,Copacabana,4,0,0,170,5000.0,1700.0,300.0
28415,Ipanema,3,1,1,164,7000.0,2600.0,0.0
28416,Botafogo,2,0,0,65,2300.0,450.0,50.0
28417,Jacarepaguá,2,1,0,56,1200.0,409.0,35.0
28423,Copacabana,2,1,1,76,3500.0,1400.0,190.0
28424,Andaraí,3,0,0,103,1800.0,580.0,0.0
28425,Barra da Tijuca,1,1,1,70,3000.0,1400.0,0.0
28426,Copacabana,4,1,2,120,12000.0,1700.0,500.0
28429,Praça Seca,4,2,3,245,2700.0,1380.0,145.0
28432,Ipanema,3,1,1,170,7500.0,1540.0,450.0
28433,Botafogo,3,2,0,88,3500.0,950.0,0.0
28434,Copacabana,4,1,0,190,5900.0,2600.0,500.0
28436,Ipanema,3,2,1,150,8000.0,2200.0,390.0
28437,Península,3,2,2,126,4500.0,1450.0,250.0
28438,Freguesia (Jacarepaguá),2,1,0,50,800.0,350.0,0.0
28440,Barra da Tijuca,4,3,2,230,7000.0,2200.0,0.0
28441,Leblon,3,2,0,150,4500.0,1280.0,220.0
28442,Engenho Novo,2,1,0,68,900.0,620.0,0.0
28444,Recreio dos Bandeirantes,4,2,1,107,2700.0,940.0,250.0
28448,Barra da Tijuca,2,1,1,90,2600.0,1300.0,195.0
28449,Recreio dos Bandeirantes,3,1,1,73,2000.0,653.0,789.0
28450,Vila da Penha,2,1,0,66,1200.0,180.0,0.0
28451,Flamengo,3,1,1,160,3800.0,1170.0,322.0
28452,Recreio dos Bandeirantes,2,1,1,140,2300.0,1100.0,2600.0
28457,Recreio dos Bandeirantes,3,2,2,182,3200.0,1188.0,449.0
28459,Recreio dos Bandeirantes,2,2,1,75,2000.0,480.0,0.0
28461,Barra da Tijuca,2,2,2,155,4000.0,1300.0,4300.0
28462,Botafogo,2,1,0,94,5700.0,1130.0,196.0
28470,Irajá,1,0,0,55,850.0,110.0,0.0
28472,Rio Comprido,2,1,0,63,1490.0,743.0,33.0
28473,Méier,2,1,0,47,900.0,400.0,13.0
28474,Ipanema,2,0,0,77,3150.0,605.0,199.0
28476,Santa Teresa,1,0,0,31,1000.0,330.0,15.0
28477,Copacabana,4,1,2,389,13630.0,3825.0,1164.0
28478,Jardim Botânico,3,1,1,91,3500.0,1050.0,260.0
28482,Copacabana,3,2,1,160,5000.0,1706.0,382.0
28483,Recreio dos Bandeirantes,2,2,1,92,1300.0,1712.0,395.0
28486,Humaitá,3,1,0,110,3500.0,1300.0,180.0
28487,Cacuia,1,1,0,37,900.0,214.0,0.0
28488,Abolição,2,0,0,48,900.0,300.0,13.0
28489,Jacarepaguá,2,1,1,60,1050.0,650.0,0.0
28492,Barra da Tijuca,4,3,4,231,7491.0,1803.0,5380.0
28493,Laranjeiras,4,1,2,280,8000.0,1870.0,557.0
28494,Campo Grande,2,1,0,60,700.0,310.0,0.0
28497,Copacabana,3,0,0,80,3000.0,1000.0,20.0
28498,Engenho de Dentro,3,1,1,65,1400.0,450.0,120.0
28503,Engenho de Dentro,2,1,0,51,1200.0,120.0,14.0
28504,São Francisco Xavier,1,0,0,76,800.0,415.0,14.0
28506,Leblon,4,2,2,240,19000.0,4000.0,1460.0
28507,Leblon,2,1,1,130,12900.0,2181.0,315.0
28508,Copacabana,3,1,1,230,6000.0,1752.0,3650.0
28510,Jardim Oceânico,5,3,3,430,10000.0,1700.0,1600.0
28511,Recreio dos Bandeirantes,2,1,0,113,2400.0,1050.0,180.0
28512,Recreio dos Bandeirantes,3,3,3,210,3800.0,1200.0,450.0
28513,Flamengo,1,0,0,46,1600.0,400.0,57.0
28514,Recreio dos Bandeirantes,4,3,3,300,2800.0,971.0,4786.0
28516,Taquara,2,1,0,74,1100.0,630.0,50.0
28518,Copacabana,1,0,0,50,2200.0,459.0,79.0
28519,Recreio dos Bandeirantes,3,2,1,80,2100.0,630.0,200.0
28520,Leblon,2,2,1,100,6500.0,1766.0,516.0
28521,Vila Isabel,3,0,1,100,2200.0,200.0,20.0
28522,Pechincha,2,1,0,51,1050.0,510.0,0.0
28524,Flamengo,4,2,2,430,12000.0,3768.0,1190.0
28526,Copacabana,4,2,1,200,9000.0,2100.0,0.0
28528,Leblon,4,3,4,325,22000.0,4700.0,0.0
28529,Barra da Tijuca,6,2,5,380,7500.0,1650.0,1300.0
28532,Copacabana,4,1,0,260,6500.0,1707.0,436.0
28533,Recreio dos Bandeirantes,2,1,1,60,1600.0,808.0,0.0
28534,Barra da Tijuca,3,2,1,109,3000.0,1500.0,330.0
28535,Tijuca,3,1,2,104,2500.0,900.0,1680.0
28536,São Conrado,2,1,1,110,2999.0,1500.0,1950.0
28540,Leblon,3,1,1,115,5000.0,700.0,400.0
28541,Ipanema,2,0,0,84,3000.0,750.0,194.0
28542,Ipanema,3,1,1,113,6500.0,1500.0,150.0
28543,Leblon,1,0,0,55,3700.0,318.0,90.0
28544,Ipanema,3,1,0,160,7800.0,1317.0,493.0
28546,Ipanema,3,1,1,120,5500.0,1691.0,480.0
28547,Ipanema,4,1,4,200,20000.0,2400.0,0.0
28548,Jardim Botânico,3,2,2,222,4900.0,1911.0,627.0
28549,Piedade,2,0,1,62,700.0,210.0,0.0
28550,Flamengo,2,0,0,70,2000.0,800.0,100.0
28551,Humaitá,2,1,1,80,3500.0,600.0,140.0
