Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Freguesia (Jacarepaguá);3;2;1;127;2300.0;1010.0;0.0
Freguesia (Jacarepaguá);3;1;1;73;1500.0;572.0;83.0
Méier;4;2;2;166;2800.0;1190.0;231.0
Laranjeiras;3;0;0;87;2800.0;900.0;151.0
Tijuca;3;1;0;129;1700.0;850.0;116.0
Tijuca;3;1;1;91;1900.0;916.0;0.0
Tijuca;3;2;1;149;2800.0;1125.0;206.0
Jacarepaguá;3;1;1;78;2200.0;800.0;105.0
Freguesia (Jacarepaguá);3;1;1;85;1000.0;774.0;0.0
Tijuca;3;1;0;100;2500.0;885.0;170.0
Jacarepaguá;3;1;1;85;1491.0;650.0;900.0
Campinho;3;1;2;170;1500.0;1168.0;0.0
Maracanã;3;2;1;140;2800.0;1125.0;207.0
Recreio dos Bandeirantes;3;1;1;86;1700.0;554.0;176.0
Tijuca;3;1;0;99;2000.0;690.0;0.0
Tijuca;3;2;1;84;2350.0;950.0;1186.0
Recreio dos Bandeirantes;3;2;3;90;1800.0;650.0;0.0
Barra da Tijuca;3;2;1;86;2600.0;500.0;0.0
Flamengo;3;1;1;120;2800.0;850.0;175.0
Recreio dos Bandeirantes;3;2;1;131;2400.0;872.0;310.0
Recreio dos Bandeirantes;3;2;1;177;2700.0;999.0;369.0
Tijuca;4;1;1;150;2400.0;720.0;20.0
Praça Seca;3;1;0;114;1200.0;659.0;0.0
Botafogo;3;1;0;97;2300.0;913.0;184.0
Recreio dos Bandeirantes;3;2;1;165;2800.0;620.0;323.0
Leblon;3;1;0;82;2900.0;1100.0;0.0
Andaraí;3;0;0;104;1600.0;680.0;136.0
Recreio dos Bandeirantes;3;3;2;110;2200.0;653.0;273.0
Jardim Guanabara;3;3;1;148;2500.0;776.0;0.0
Tijuca;3;1;1;100;2200.0;600.0;70.0
Laranjeiras;3;0;0;107;2800.0;970.0;188.0
Tijuca;3;1;1;108;2500.0;1336.0;0.0
Humaitá;3;0;0;82;2200.0;386.0;141.0
Recreio dos Bandeirantes;3;2;2;98;2100.0;700.0;70.0
Recreio dos Bandeirantes;3;1;1;80;1700.0;750.0;80.0
Recreio dos Bandeirantes;3;2;3;180;2500.0;1050.0;718.0
Barra da Tijuca;3;2;1;100;2500.0;1485.0;257.0
Barra da Tijuca;3;2;3;114;1600.0;1337.0;0.0
Freguesia (Jacarepaguá);3;0;1;110;1800.0;770.0;150.0
Freguesia (Jacarepaguá);3;1;1;98;2200.0;632.0;125.0
Tijuca;3;1;1;130;1600.0;720.0;128.0
Recreio dos Bandeirantes;3;1;1;85;1600.0;704.0;146.0
Gávea;3;0;1;120;2700.0;880.0;238.0
Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Bancários;3;1;1;100;1600.0;250.0;80.0
Copacabana;3;1;0;100;2800.0;1100.0;150.0
Lins de Vasconcelos;3;1;0;82;1000.0;580.0;0.0
Humaitá;3;0;0;88;2100.0;900.0;120.0
Recreio dos Bandeirantes;3;2;1;104;2000.0;940.0;210.0
Freguesia (Jacarepaguá);3;2;1;83;2200.0;620.0;142.0
Copacabana;3;0;0;100;2400.0;1250.0;157.0
Méier;3;1;1;120;2000.0;796.0;172.0
Copacabana;3;1;0;92;2380.0;1100.0;0.0
Méier;3;1;0;78;1000.0;650.0;700.0
Freguesia (Jacarepaguá);3;1;1;160;2500.0;1120.0;0.0
Irajá;3;1;0;125;1410.0;275.0;0.0
Flamengo;3;1;0;82;2800.0;580.0;0.0
Barra da Tijuca;3;1;1;93;2800.0;1431.0;272.0
Campo Grande;3;1;0;90;2000.0;755.0;0.0
Recreio dos Bandeirantes;3;1;1;87;2300.0;750.0;138.0
Tanque;3;1;1;78;1500.0;688.0;0.0
Freguesia (Jacarepaguá);3;1;1;90;1700.0;759.0;106.0
Pechincha;3;1;1;107;1600.0;900.0;164.0
Freguesia (Jacarepaguá);3;1;1;86;1800.0;585.0;142.0
Recreio dos Bandeirantes;3;3;1;317;2500.0;1349.0;0.0
Santa Teresa;3;1;0;77;1750.0;542.0;34.0
Recreio dos Bandeirantes;3;1;1;100;2000.0;904.0;263.0
Copacabana;3;1;0;140;2500.0;1550.0;288.0
Freguesia (Jacarepaguá);3;2;1;108;1800.0;880.0;1447.0
Tijuca;4;2;1;188;2000.0;2000.0;380.0
Barra da Tijuca;3;1;1;90;2500.0;1100.0;230.0
Barra da Tijuca;3;2;1;85;1900.0;1150.0;0.0
Recreio dos Bandeirantes;3;2;1;90;2100.0;620.0;170.0
Vila Isabel;3;0;0;95;1500.0;400.0;50.0
Tijuca;3;1;0;100;2300.0;750.0;0.0
Recreio dos Bandeirantes;3;3;1;80;1500.0;650.0;136.0
Recreio dos Bandeirantes;3;3;1;220;2500.0;1100.0;550.0
Maracanã;3;1;2;109;2000.0;725.0;198.0
Méier;3;1;0;82;1000.0;628.0;61.0
Humaitá;3;0;1;100;2800.0;1560.0;105.0
Recreio dos Bandeirantes;3;1;1;90;2000.0;649.0;245.0
Santa Teresa;3;0;1;115;1550.0;300.0;0.0
Vila Valqueire;3;1;1;107;1500.0;566.0;95.0
Tijuca;3;1;1;108;1400.0;684.0;93.0
Laranjeiras;3;0;0;90;2300.0;700.0;129.0
Barra da Tijuca;3;2;1;101;2700.0;1438.0;120.0
Tijuca;3;0;1;120;2000.0;420.0;120.0
Barra da Tijuca;3;2;1;86;2700.0;580.0;0.0
Barra da Tijuca;3;2;1;90;2200.0;1181.0;0.0
Vila Isabel;3;1;1;103;1700.0;1161.0;164.0
Tijuca;3;1;0;180;1500.0;1200.0;200.0
Laranjeiras;3;1;1;96;2900.0;1210.0;156.0
Recreio dos Bandeirantes;3;2;1;90;2500.0;564.0;175.0
Bonsucesso;3;1;0;91;1500.0;300.0;0.0
Campo Grande;4;2;2;160;1900.0;880.0;0.0
Botafogo;3;1;0;120;2200.0;1085.0;189.0
Curicica;4;2;3;191;2500.0;1044.0;267.0
Freguesia (Jacarepaguá);3;2;1;110;2500.0;990.0;120.0
Tijuca;3;1;0;100;1400.0;864.0;112.0
Grajaú;3;1;0;95;1000.0;924.0;98.0
Camorim;3;2;1;73;1900.0;760.0;79.0
Recreio dos Bandeirantes;3;2;1;100;2300.0;650.0;135.0
Recreio dos Bandeirantes;3;2;1;90;1850.0;1245.0;135.0
Jardim Guanabara;3;0;1;80;1900.0;480.0;750.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;650.0;800.0
São Cristóvão;3;0;0;74;2400.0;280.0;12.0
Barra da Tijuca;3;1;1;85;1600.0;928.0;0.0
Recreio dos Bandeirantes;4;2;2;160;1900.0;912.0;160.0
Vila Kosmos;3;0;0;78;1380.0;200.0;0.0
Leme;3;1;0;114;2980.0;560.0;0.0
Recreio dos Bandeirantes;3;1;1;85;2000.0;1200.0;203.0
Recreio dos Bandeirantes;3;1;1;81;2400.0;800.0;140.0
Tijuca;3;1;0;98;2300.0;890.0;106.0
Recreio dos Bandeirantes;3;2;1;127;2600.0;1100.0;0.0
Maracanã;3;0;1;102;1300.0;811.0;106.0
Barra da Tijuca;3;2;2;112;2900.0;1850.0;280.0
Cosme Velho;3;1;1;143;2800.0;1000.0;284.0
Barra da Tijuca;3;2;1;114;2800.0;1322.0;162.0
Copacabana;3;1;1;100;2700.0;1000.0;216.0
Copacabana;3;0;0;117;2300.0;1222.0;0.0
Barra da Tijuca;3;1;1;80;2800.0;1300.0;180.0
Rio Comprido;4;1;0;110;1650.0;500.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;850.0;150.0
Recreio dos Bandeirantes;3;2;3;140;2900.0;570.0;0.0
Tijuca;3;1;0;100;1800.0;788.0;126.0
Recreio dos Bandeirantes;3;2;1;103;2000.0;1150.0;180.0
Barra da Tijuca;4;3;4;160;2100.0;1647.0;196.0
Ipanema;3;0;0;85;2500.0;1960.0;171.0
Tijuca;3;1;0;100;1700.0;950.0;152.0
Recreio dos Bandeirantes;3;3;1;100;2350.0;460.0;170.0
Tijuca;3;0;2;78;2300.0;661.0;0.0
Freguesia (Jacarepaguá);3;1;1;80;2100.0;945.0;99.0
Copacabana;3;0;0;132;2700.0;816.0;196.0
Laranjeiras;3;1;0;125;2900.0;1362.0;206.0
Tijuca;3;2;1;125;2800.0;1570.0;211.0
Campo Grande;3;2;1;150;1900.0;900.0;200.0
Recreio dos Bandeirantes;3;2;1;137;1800.0;869.0;265.0
Recreio dos Bandeirantes;3;2;1;152;2800.0;1500.0;252.0
Copacabana;3;0;0;98;1900.0;1200.0;228.0
Copacabana;3;2;1;126;2800.0;1604.0;245.0
Recreio dos Bandeirantes;3;2;1;108;2500.0;1100.0;200.0
Recreio dos Bandeirantes;3;1;1;80;1700.0;619.0;0.0
Vila Isabel;3;1;0;82;2100.0;250.0;89.0
Recreio dos Bandeirantes;4;2;3;297;2300.0;3459.0;0.0
Flamengo;3;0;1;120;2900.0;764.0;0.0
Recreio dos Bandeirantes;3;1;1;75;1800.0;800.0;140.0
Tijuca;3;1;0;90;2200.0;800.0;120.0
Recreio dos Bandeirantes;3;2;1;90;2400.0;820.0;165.0
Tijuca;3;0;0;85;2200.0;180.0;92.0
Recreio dos Bandeirantes;3;2;1;130;1700.0;550.0;0.0
Vila Isabel;3;1;1;137;2500.0;550.0;0.0
Grajaú;4;2;1;122;2500.0;1051.0;201.0
Centro;3;0;0;100;2300.0;500.0;22.0
Tijuca;3;2;1;84;2350.0;1026.0;0.0
Copacabana;3;0;0;139;2700.0;1500.0;330.0
Recreio dos Bandeirantes;3;2;1;163;2400.0;1260.0;320.0
Recreio dos Bandeirantes;3;2;1;110;2000.0;695.0;145.0
Barra da Tijuca;3;2;1;104;2800.0;1249.0;0.0
Tijuca;4;1;1;128;2300.0;740.0;120.0
Grajaú;3;0;0;77;1200.0;400.0;21.0
Recreio dos Bandeirantes;3;2;1;180;2500.0;800.0;0.0
Tijuca;3;1;0;94;2000.0;695.0;96.0
Recreio dos Bandeirantes;3;2;1;130;2500.0;800.0;260.0
Tijuca;3;1;1;110;2500.0;800.0;0.0
Méier;3;1;1;85;1700.0;800.0;131.0
Vila da Penha;3;1;1;73;1800.0;450.0;0.0
Santa Teresa;3;0;0;149;2000.0;890.0;52.0
Leme;3;0;0;124;2800.0;1350.0;180.0
Recreio dos Bandeirantes;3;3;1;90;1600.0;650.0;171.0
Copacabana;3;1;0;100;2900.0;1200.0;0.0
Barra da Tijuca;3;1;1;75;1600.0;956.0;1000.0
Copacabana;3;0;0;136;2900.0;1505.0;100.0
Recreio dos Bandeirantes;3;2;1;84;1600.0;690.0;171.0
Barra da Tijuca;3;2;1;120;2900.0;1500.0;310.0
Lagoa;3;0;1;72;2800.0;950.0;0.0
Praça Seca;3;0;0;80;1000.0;180.0;13.0
Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0
Recreio dos Bandeirantes;3;0;1;96;2500.0;1.0;0.0
Maracanã;3;2;1;149;2800.0;1024.0;0.0
Recreio dos Bandeirantes;3;1;1;90;2000.0;990.0;131.0
Barra da Tijuca;3;2;1;76;2500.0;720.0;62.0
Santa Teresa;3;1;0;148;2600.0;1430.0;0.0
Tijuca;3;1;0;89;2500.0;600.0;59.0
Laranjeiras;3;1;0;99;2500.0;954.0;144.0
Centro;3;0;1;80;1450.0;800.0;65.0
Barra da Tijuca;3;1;1;75;2700.0;750.0;81.0
Laranjeiras;3;0;0;90;2600.0;730.0;0.0
Copacabana;3;1;0;91;2900.0;1130.0;214.0
Barra da Tijuca;3;2;1;242;2850.0;2300.0;378.0
Méier;3;2;2;167;1500.0;1081.0;333.0
Tijuca;3;0;0;75;1600.0;680.0;92.0
Recreio dos Bandeirantes;3;2;1;93;1800.0;294.0;0.0
Tijuca;3;0;1;153;1600.0;568.0;128.0
Recreio dos Bandeirantes;3;1;1;85;1400.0;1010.0;140.0
Tijuca;3;1;1;90;1900.0;1100.0;84.0
Campo Grande;4;1;1;90;2500.0;490.0;0.0
Recreio dos Bandeirantes;3;3;1;377;1900.0;2430.0;813.0
Recreio dos Bandeirantes;3;2;2;89;2500.0;950.0;0.0
Rio Comprido;3;1;1;89;1600.0;741.0;38.0
Jacarepaguá;3;1;1;103;2600.0;1450.0;1200.0
Tijuca;3;0;0;90;1200.0;828.0;0.0
Botafogo;3;1;1;130;2650.0;1250.0;220.0
Copacabana;3;0;0;110;2700.0;950.0;20.0
Barra da Tijuca;3;1;1;92;2300.0;600.0;152.0
Tijuca;3;0;0;115;1800.0;400.0;168.0
Tijuca;3;0;0;96;2500.0;714.0;900.0
Tijuca;3;2;0;140;2400.0;970.0;0.0
Jardim Botânico;3;1;0;90;2300.0;1063.0;218.0
Lins de Vasconcelos;3;1;1;84;1000.0;750.0;73.0
Vargem Pequena;3;2;1;79;1600.0;500.0;0.0
Barra da Tijuca;3;1;1;107;2500.0;1248.0;328.0
Barra da Tijuca;3;2;1;110;2700.0;1350.0;25.0
Laranjeiras;3;0;1;127;2400.0;1120.0;0.0
Copacabana;3;0;0;160;2800.0;1244.0;0.0
Engenho Novo;3;1;0;90;1200.0;580.0;20.0
Recreio dos Bandeirantes;3;2;2;109;2200.0;660.0;290.0
Recreio dos Bandeirantes;3;2;2;100;2300.0;400.0;250.0
Tijuca;3;2;1;104;2200.0;812.0;0.0
Recreio dos Bandeirantes;4;2;2;155;2000.0;800.0;237.0
Copacabana;3;0;1;94;1700.0;1360.0;199.0
Tijuca;3;1;1;125;2300.0;975.0;170.0
Méier;3;0;0;105;1100.0;200.0;0.0
Recreio dos Bandeirantes;3;2;1;213;1900.0;1184.0;442.0
Jardim Botânico;3;1;0;95;2900.0;1102.0;0.0
Recreio dos Bandeirantes;3;2;1;161;2500.0;780.0;0.0
Tijuca;3;0;0;91;2100.0;715.0;79.0
Tijuca;3;1;0;96;2000.0;960.0;1048.0
Flamengo;3;1;1;140;2800.0;2300.0;0.0
Barra da Tijuca;3;1;1;72;2200.0;660.0;110.0
Recreio dos Bandeirantes;3;2;1;114;2200.0;570.0;230.0
Tijuca;3;0;1;111;2300.0;720.0;0.0
Ipanema;3;0;1;130;2500.0;1131.0;0.0
Tijuca;3;1;1;115;1900.0;783.0;104.0
Recreio dos Bandeirantes;3;1;1;97;2380.0;800.0;185.0
Barra da Tijuca;3;2;1;105;2900.0;1803.0;245.0
Copacabana;3;1;0;103;2000.0;1200.0;200.0
Copacabana;3;0;0;100;2700.0;925.0;152.0
Freguesia (Jacarepaguá);3;1;1;97;2300.0;950.0;0.0
Tijuca;3;1;1;117;1900.0;816.0;0.0
Tijuca;3;0;0;83;1390.0;650.0;80.0
Engenho de Dentro;3;0;0;81;1200.0;270.0;0.0
Recreio dos Bandeirantes;3;0;1;146;2000.0;904.0;1871.0
Jardim Guanabara;3;1;0;78;2000.0;350.0;83.0
Copacabana;3;0;0;106;2200.0;888.0;160.0
Freguesia (Jacarepaguá);3;2;2;160;1800.0;1574.0;198.0
Recreio dos Bandeirantes;3;2;3;88;1900.0;600.0;1100.0
Recreio dos Bandeirantes;3;2;1;90;1790.0;590.0;990.0
Copacabana;3;0;0;110;2900.0;1400.0;100.0
Engenho de Dentro;3;1;1;182;1800.0;1407.0;180.0
Recreio dos Bandeirantes;3;3;1;105;2500.0;937.0;231.0
Copacabana;3;0;1;110;2800.0;500.0;113.0
Madureira;3;1;0;96;1400.0;550.0;50.0
Méier;3;2;1;110;1800.0;1180.0;190.0
Laranjeiras;3;1;0;120;2800.0;1100.0;0.0
Méier;3;1;0;113;1900.0;559.0;152.0
Recreio dos Bandeirantes;3;2;1;112;2200.0;860.0;280.0
Recreio dos Bandeirantes;3;1;1;84;2500.0;700.0;20.0
Laranjeiras;3;1;0;96;2700.0;805.0;0.0
Barra da Tijuca;3;1;3;80;2800.0;1300.0;140.0
Copacabana;3;0;0;110;2700.0;1000.0;25.0
Barra da Tijuca;3;2;1;100;2500.0;1520.0;350.0
Tijuca;3;0;0;92;2000.0;831.0;0.0
Campo Grande;3;1;0;77;1300.0;430.0;36.0
Tijuca;3;0;1;126;2800.0;800.0;196.0
Barra da Tijuca;3;2;1;112;2950.0;1433.0;333.0
Tanque;3;1;1;75;1400.0;650.0;0.0
Tijuca;3;1;0;129;1600.0;850.0;116.0
Tijuca;3;2;1;92;1900.0;900.0;0.0
Barra da Tijuca;3;2;2;100;2800.0;1400.0;210.0
Recreio dos Bandeirantes;3;2;1;90;1790.0;790.0;320.0
Flamengo;3;0;0;100;2200.0;720.0;193.0
Barra da Tijuca;3;1;1;90;1800.0;930.0;234.0
Jacarepaguá;3;1;1;85;2200.0;600.0;60.0
Botafogo;3;0;0;85;2500.0;304.0;0.0
Irajá;3;0;0;73;900.0;270.0;0.0
Tijuca;3;2;1;110;1900.0;1027.0;0.0
Recreio dos Bandeirantes;3;1;3;91;2100.0;473.0;0.0
Barra da Tijuca;3;1;1;90;2500.0;1300.0;98.0
Recreio dos Bandeirantes;3;2;1;85;1600.0;900.0;159.0
Barra da Tijuca;3;2;1;86;2500.0;1100.0;269.0
Jardim Carioca;3;2;1;110;2300.0;616.0;150.0
Pechincha;3;2;2;152;1900.0;1151.0;1992.0
Freguesia (Jacarepaguá);3;2;3;116;1700.0;1120.0;212.0
Taquara;3;1;1;71;1600.0;500.0;0.0
Tijuca;3;2;1;85;1800.0;757.0;65.0
Recreio dos Bandeirantes;3;2;1;105;2300.0;842.0;0.0
Barra da Tijuca;3;2;1;120;2900.0;1280.0;390.0
Recreio dos Bandeirantes;3;0;1;102;2500.0;895.0;180.0
Méier;3;1;2;89;1100.0;740.0;109.0
Pechincha;3;1;1;75;1500.0;590.0;0.0
Copacabana;3;1;1;95;2200.0;1330.0;169.0
Recreio dos Bandeirantes;3;1;1;75;1500.0;890.0;139.0
Grajaú;3;0;0;88;1400.0;750.0;82.0
Barra da Tijuca;3;2;1;90;2700.0;1500.0;330.0
Jacarepaguá;3;1;1;94;1600.0;680.0;128.0
Jardim Guanabara;3;4;0;100;2300.0;507.0;114.0
Tijuca;3;0;1;88;2100.0;880.0;0.0
Barra da Tijuca;3;2;2;85;2800.0;953.0;187.0
Botafogo;3;0;1;80;2400.0;650.0;114.0
Vila Isabel;3;1;0;77;1500.0;669.0;77.0
Recreio dos Bandeirantes;3;2;1;140;2900.0;905.0;258.0
Barra da Tijuca;3;2;3;112;1400.0;1400.0;900.0
Ilha do Governador;3;1;1;90;1800.0;790.0;104.0
Laranjeiras;3;1;0;90;2200.0;640.0;118.0
Freguesia (Jacarepaguá);3;1;1;75;1400.0;695.0;81.0
Cachambi;3;1;1;75;1300.0;697.0;0.0
Curicica;3;2;1;75;1900.0;813.0;83.0
Recreio dos Bandeirantes;4;2;2;170;2800.0;1540.0;250.0
Vila Isabel;4;2;1;78;2600.0;700.0;0.0
Flamengo;3;1;1;101;2900.0;846.0;245.0
Jacarepaguá;3;1;0;80;900.0;228.0;13.0
Tijuca;3;1;1;110;2500.0;800.0;0.0
Recreio dos Bandeirantes;3;2;1;108;1600.0;770.0;271.0
Todos os Santos;3;1;1;78;1450.0;600.0;73.0
Tijuca;3;2;1;99;1800.0;1100.0;0.0
Recreio dos Bandeirantes;3;2;1;106;2500.0;780.0;248.0
Recreio dos Bandeirantes;3;3;1;213;2700.0;983.0;0.0
Recreio dos Bandeirantes;3;1;1;88;1700.0;600.0;164.0
Barra da Tijuca;3;2;1;122;2600.0;1700.0;294.0
Laranjeiras;3;1;0;124;2900.0;1185.0;0.0
Recreio dos Bandeirantes;3;2;2;141;2700.0;810.0;150.0
Tijuca;3;1;1;129;1580.0;930.0;116.0
Recreio dos Bandeirantes;3;2;1;85;1650.0;1200.0;174.0
Tijuca;3;0;0;72;1600.0;489.0;24.0
Pechincha;3;1;1;80;1000.0;965.0;89.0
Freguesia (Jacarepaguá);3;1;1;93;2200.0;516.0;175.0
Recreio dos Bandeirantes;3;2;1;115;2400.0;1040.0;200.0
Copacabana;3;0;0;99;2300.0;650.0;71.0
Freguesia (Jacarepaguá);3;1;1;90;2500.0;740.0;124.0
Península;3;1;1;80;2900.0;1300.0;0.0
Barra da Tijuca;3;1;1;131;2800.0;1400.0;4015.0
Recreio dos Bandeirantes;3;1;1;162;2000.0;500.0;0.0
Rio Comprido;3;1;0;90;2300.0;778.0;65.0
Méier;3;1;1;120;2000.0;796.0;172.0
Copacabana;3;0;0;116;2100.0;1180.0;236.0
Recreio dos Bandeirantes;3;3;1;97;2200.0;650.0;2435.0
Penha;3;0;0;100;1200.0;400.0;0.0
Recreio dos Bandeirantes;3;2;1;96;2500.0;1200.0;0.0
Barra da Tijuca;3;2;2;115;2800.0;1600.0;257.0
Barra da Tijuca;3;2;1;180;2500.0;2700.0;461.0
Recreio dos Bandeirantes;3;2;1;110;2500.0;1114.0;192.0
Recreio dos Bandeirantes;3;2;1;108;2900.0;543.0;0.0
Tijuca;3;1;1;78;2300.0;587.0;0.0
Barra da Tijuca;3;2;3;120;2900.0;1290.0;100.0
Botafogo;3;0;1;128;2800.0;1064.0;0.0
Jacarepaguá;3;1;1;80;1650.0;599.0;160.0
Recreio dos Bandeirantes;3;1;1;87;2000.0;1226.0;220.0
Laranjeiras;3;1;0;97;2400.0;1100.0;0.0
Recreio dos Bandeirantes;3;2;1;104;2509.0;740.0;0.0
Copacabana;3;0;1;95;2700.0;1180.0;0.0
Copacabana;3;0;0;122;2700.0;881.0;0.0
Recreio dos Bandeirantes;3;2;1;160;2300.0;1000.0;0.0
Campo Grande;3;1;0;80;900.0;350.0;10.0
Campo Grande;3;2;0;130;2000.0;860.0;0.0
Recreio dos Bandeirantes;3;1;1;98;1950.0;900.0;150.0
Recreio dos Bandeirantes;3;2;1;90;1900.0;1200.0;170.0
Grajaú;3;0;0;71;1600.0;557.0;0.0
Jacarepaguá;3;1;1;82;1800.0;858.0;152.0
Recreio dos Bandeirantes;3;1;1;84;2000.0;1127.0;234.0
Barra da Tijuca;4;2;1;131;2800.0;1550.0;230.0
Recreio dos Bandeirantes;3;2;0;120;1500.0;900.0;273.0
Recreio dos Bandeirantes;3;2;1;86;1900.0;740.0;150.0
Barra da Tijuca;3;1;1;75;2000.0;700.0;0.0
Jacarepaguá;3;1;1;75;2000.0;770.0;78.0
Recreio dos Bandeirantes;3;1;1;110;2350.0;750.0;130.0
Recreio dos Bandeirantes;3;2;1;96;2300.0;450.0;330.0
Laranjeiras;3;0;0;110;2600.0;814.0;110.0
Vila Isabel;3;1;1;147;1800.0;797.0;302.0
Recreio dos Bandeirantes;3;1;2;84;1600.0;1100.0;0.0
Recreio dos Bandeirantes;3;2;1;108;1700.0;525.0;0.0
Laranjeiras;3;0;0;95;2600.0;829.0;0.0
Laranjeiras;3;1;0;150;2300.0;1700.0;278.0
Tijuca;3;2;1;128;2700.0;1050.0;0.0
Benfica;3;0;0;120;790.0;180.0;162.0
Tijuca;3;1;1;91;2300.0;832.0;123.0
Maria da Graça;3;0;0;85;1100.0;220.0;0.0
Ilha do Governador;3;1;0;75;1900.0;380.0;85.0
Barra da Tijuca;3;1;1;75;2000.0;700.0;0.0
Maracanã;3;1;0;84;2200.0;735.0;79.0
Flamengo;3;0;0;100;2500.0;700.0;77.0
Recreio dos Bandeirantes;3;2;2;92;1800.0;840.0;195.0
Barra da Tijuca;3;2;3;120;2900.0;1280.0;390.0
Camorim;3;2;1;75;1700.0;600.0;80.0
Recreio dos Bandeirantes;3;2;2;200;2600.0;1250.0;204.0
Laranjeiras;3;0;0;150;2800.0;1160.0;200.0
Tijuca;3;1;0;85;2500.0;905.0;183.0
Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0
Pechincha;3;1;2;100;2300.0;994.0;0.0
Tijuca;3;2;1;109;2500.0;742.0;105.0
Tijuca;3;0;0;96;1900.0;514.0;91.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;550.0;0.0
Tijuca;3;1;0;92;1600.0;650.0;21.0
Barra da Tijuca;3;1;3;83;2700.0;1250.0;120.0
Freguesia (Jacarepaguá);3;1;1;98;2100.0;792.0;163.0
Vila Isabel;3;1;1;100;2100.0;800.0;228.0
Lins de Vasconcelos;3;1;0;78;900.0;600.0;700.0
Barra da Tijuca;3;2;1;104;2700.0;1234.0;0.0
Vila Isabel;3;0;0;90;1600.0;360.0;85.0
Tijuca;3;0;1;170;2500.0;1700.0;0.0
Freguesia (Jacarepaguá);3;2;1;115;1990.0;950.0;110.0
Recreio dos Bandeirantes;3;2;1;149;2000.0;1290.0;281.0
Recreio dos Bandeirantes;3;2;1;100;1500.0;890.0;243.0
Copacabana;3;1;0;86;1500.0;1240.0;0.0
Recreio dos Bandeirantes;3;2;0;95;1700.0;1250.0;0.0
Campo Grande;3;1;1;90;900.0;420.0;0.0
Laranjeiras;3;1;0;100;2800.0;1400.0;250.0
Tijuca;3;2;0;160;2800.0;800.0;100.0
Recreio dos Bandeirantes;3;2;2;90;1950.0;715.0;154.0
Recreio dos Bandeirantes;3;1;1;90;2200.0;700.0;200.0
Tijuca;3;2;1;100;2100.0;550.0;95.0
Centro;3;0;0;100;1100.0;621.0;0.0
Tijuca;3;2;1;148;2700.0;1500.0;212.0
Tijuca;3;1;0;110;1900.0;513.0;144.0
Recreio dos Bandeirantes;3;2;1;300;2500.0;1600.0;400.0
Tijuca;3;1;1;79;1500.0;720.0;0.0
Tijuca;3;1;1;102;1690.0;970.0;132.0
Copacabana;4;0;0;170;2800.0;1250.0;346.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;0.0
Copacabana;3;0;0;85;2800.0;960.0;120.0
Barra da Tijuca;4;2;2;110;2800.0;1800.0;220.0
Tijuca;4;2;1;153;2500.0;955.0;246.0
Freguesia (Jacarepaguá);3;2;1;132;2100.0;1115.0;126.0
Méier;3;1;1;92;1300.0;630.0;125.0
Freguesia (Jacarepaguá);3;1;1;73;2000.0;750.0;0.0
Andaraí;3;0;0;103;1800.0;580.0;0.0
Praça Seca;4;2;3;245;2700.0;1380.0;145.0
Recreio dos Bandeirantes;4;2;1;107;2700.0;940.0;250.0
Recreio dos Bandeirantes;3;1;1;73;2000.0;653.0;789.0
Recreio dos Bandeirantes;4;3;3;300;2800.0;971.0;4786.0
Recreio dos Bandeirantes;3;2;1;80;2100.0;630.0;200.0
Vila Isabel;3;0;1;100;2200.0;200.0;20.0
Tijuca;3;1;2;104;2500.0;900.0;1680.0
Recreio dos Bandeirantes;3;1;2;90;2500.0;665.0;150.0
Tijuca;3;2;1;110;1800.0;1400.0;133.0
Riachuelo;3;0;0;80;1400.0;350.0;200.0
Barra da Tijuca;4;2;0;158;2500.0;1622.0;0.0
Barra da Tijuca;3;2;3;110;2500.0;1486.0;0.0
Barra da Tijuca;3;2;1;104;2600.0;1700.0;200.0
Freguesia (Jacarepaguá);3;2;1;140;2500.0;960.0;158.0
Copacabana;3;0;1;90;2500.0;1400.0;217.0
Tijuca;3;0;0;80;1460.0;455.0;124.0
Copacabana;3;0;0;120;2100.0;1064.0;332.0
Andaraí;3;2;2;107;2900.0;1140.0;185.0
Maracanã;3;1;1;86;1900.0;854.0;0.0
Tanque;3;1;1;73;1300.0;765.0;84.0
Tijuca;3;0;0;72;1100.0;438.0;23.0
Barra da Tijuca;3;2;1;75;1800.0;980.0;200.0
Tijuca;3;0;0;85;1800.0;934.0;0.0
Recreio dos Bandeirantes;3;1;1;77;1750.0;480.0;180.0
Tijuca;3;2;1;100;2000.0;786.0;180.0
Tijuca;3;1;1;90;2600.0;983.0;165.0
Barra da Tijuca;3;1;1;79;2500.0;790.0;40.0
Tijuca;3;0;1;170;2850.0;1730.0;0.0
Recreio dos Bandeirantes;3;1;1;96;2209.0;980.0;0.0
Engenho de Dentro;3;1;0;75;1000.0;600.0;150.0
Barra da Tijuca;3;1;1;90;2500.0;1466.0;166.0
